Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,CarAge,Brand,Model
Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,25.44,936.0,57.6,5.0,,1.55,11.498806256409345,0.4382549309311553,2013,CHEVROLET,BeatDiesel
Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,10.75,11.03650126792157,2.3749057545736716,2011,TOYOTA,Fortuner3.0
Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,6.72,10.697339427217706,1.9050881545350582,2016,HYUNDAI,i20Sportz
Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,,28.55,11.42674646872833,3.351656936102019,2012,AUDI,Q73.0
Porsche Panamera Diesel,Bangalore,2013,19828,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,,75.0,9.894850359140465,4.31748811353631,2013,PORSCHE,PanameraDiesel
Honda City i VTEC VX,Hyderabad,2016,36891,Petrol,Manual,First,17.8,1497.0,117.3,5.0,,10.49,10.515722897840558,2.3504224224082058,2016,HONDA,Cityi
Mahindra Quanto C4,Hyderabad,2012,90049,Diesel,Manual,First,17.21,1493.0,100.0,7.0,,3.8,11.408109245600743,1.33500106673234,2012,MAHINDRA,QuantoC4
Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,,18.5,11.21184739884811,2.917770732084279,2012,AUDI,A42.0
Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,Petrol,Automatic,First,12.37,2359.0,198.25,5.0,,6.0,10.621327345686446,1.791759469228055,2013,HYUNDAI,SonataTransform
Hyundai Verna 1.6 SX,Hyderabad,2012,83678,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,5.5,11.334731378439512,1.7047480922384253,2012,HYUNDAI,Verna1.6
Maruti Wagon R LXI BS IV,Pune,2010,91000,Petrol,Manual,First,18.9,998.0,67.1,5.0,5.51,2.3,11.418614785498987,0.8329091229351039,2010,MARUTI,WagonR
Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,,8.7,10.819778284410283,2.163323025660538,2016,MARUTI,ErtigaSHVS
Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,Diesel,Manual,First,24.4,1120.0,71.01,5.0,,4.95,10.968198289528557,1.599387576580599,2015,HYUNDAI,Xcent1.1
Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.92,4.25,11.289781913656018,1.4469189829363254,2012,MARUTI,SwiftVDI
Mahindra XUV500 W6 2WD,Kochi,2017,41290,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,,10.94,10.628375618880137,2.392425796993835,2017,MAHINDRA,XUV500W6
BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,67.87,21.26,11.082142548877775,3.056827372913802,2013,BMW,5Series
Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,20.48,11.5,9.709356537782675,2.4423470353692043,2016,TOYOTA,CorollaAltis
Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,,6.0,10.902997480161027,1.791759469228055,2015,HYUNDAI,i20Asta
Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,Petrol,Manual,First,18.15,1198.0,82.0,6.0,7.88,4.1,10.086850233838494,1.410986973710262,2016,MAHINDRA,KUV100
Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,Petrol,Manual,First,24.7,796.0,47.3,5.0,,2.01,10.086933476991792,0.6981347220709843,2013,MARUTI,Alto800
Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,Petrol,Manual,First,15.7,1172.0,67.0,5.0,8.6,2.6,10.989858554781884,0.9555114450274363,2010,FIAT,PuntoEVO
Maruti Wagon R VXI BS IV,Kolkata,2012,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,5.51,2.35,10.596634733096073,0.8544153281560676,2012,MARUTI,WagonR
Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Diesel,Manual,Second,9.5,2835.0,118.6,6.0,,9.15,11.95482535785243,2.21375387928743,2012,MITSUBISHI,Pajero4X4
Honda Brio EX MT,Chennai,2013,42320,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,2.9,10.65301506653218,1.0647107369924282,2013,HONDA,BrioEX
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,,9.18,10.09216387496809,2.217027204632399,2017,HYUNDAI,i20Asta
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,16.06,11.45,10.203592144986466,2.4379897300002487,2016,HYUNDAI,Creta1.6
Maruti Alto Green LXi (CNG),Hyderabad,2012,92000,CNG,Manual,Second,26.83,796.0,38.4,5.0,,2.1,11.429543856031177,0.7419373447293773,2012,MARUTI,AltoGreen
Honda Amaze S i-VTEC,Kochi,2017,61795,Petrol,Manual,First,17.8,1198.0,86.7,5.0,8.045,5.53,11.031577734023836,1.7101878155342434,2017,HONDA,AmazeS
Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,Petrol,Manual,First,18.15,1198.0,82.0,6.0,7.88,3.75,9.51044496442652,1.3217558399823195,2016,MAHINDRA,KUV100
Honda City i-VTEC CVT VX,Pune,2018,4500,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,15.17,12.5,8.411832675758411,2.5257286443082556,2018,HONDA,Cityi-VTEC
Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,,15.5,10.043249494911286,2.740840023925201,2017,MAHINDRA,XUV500AT
Hyundai Santro GLS I - Euro I,Pune,2011,65400,Petrol,Manual,First,0.0,1086.0,93.7,5.0,,2.1,11.08827753744529,0.7419373447293773,2011,HYUNDAI,SantroGLS
Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,49.49,14.5,11.296980938382712,2.6741486494265287,2013,MERCEDES-BENZ,NewC-Class
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,15.05,12.46,10.66068876188618,2.522523513359307,2017,RENAULT,Duster110PS
Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,,5.25,10.308952660644293,1.6582280766035324,2014,VOLKSWAGEN,Polo1.2
BMW 5 Series 520d Sedan,Delhi,2012,90000,Diesel,Automatic,First,18.48,1995.0,190.0,5.0,67.87,14.5,11.407564949312402,2.6741486494265287,2012,BMW,5Series
Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Diesel,Automatic,Second,13.5,2987.0,282.0,5.0,,25.0,11.49272275765271,3.2188758248682006,2009,MERCEDES-BENZ,SClass
Hyundai Santro GLS II - Euro II,Kochi,2012,66400,Petrol,Manual,First,0.0,999.0,93.7,5.0,,2.66,11.103452335464524,0.9783261227936078,2012,HYUNDAI,SantroGLS
Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,Diesel,Automatic,First,12.9,2993.0,271.23,4.0,,45.0,10.819778284410283,3.8066624897703196,2012,JAGUAR,XJ3.0L
Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.13,5.1,11.055798573538173,1.62924053973028,2015,MARUTI,SwiftVDI
Honda Amaze S i-Dtech,Delhi,2014,66000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,8.045,3.5,11.097410021008562,1.252762968495368,2014,HONDA,AmazeS
BMW 3 Series 320d Highline,Ahmedabad,2011,74000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,54.43,12.5,11.211820372186306,2.5257286443082556,2011,BMW,3Series
Hyundai Verna 1.4 EX,Hyderabad,2012,93000,Diesel,Manual,First,23.5,1396.0,88.7,5.0,,5.55,11.440354772135393,1.713797927758343,2012,HYUNDAI,Verna1.4
Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,,19.48,11.156250521031495,2.969388298214389,2015,TOYOTA,Fortuner4x2
Maruti Swift VXI,Ahmedabad,2012,48772,Petrol,Manual,First,18.6,1197.0,85.8,5.0,6.995,3.91,10.794911656680155,1.3635373739972745,2012,MARUTI,SwiftVXI
Chevrolet Beat LS,Chennai,2010,66000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,,2.19,11.097410021008562,0.7839015438284094,2010,CHEVROLET,BeatLS
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.45,6.89,10.218918537940311,1.9300710850255671,2017,HYUNDAI,Grandi10
Ford Figo Petrol ZXI,Coimbatore,2011,51593,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,,3.47,10.851141283352423,1.244154593958768,2011,FORD,FigoPetrol
Nissan Teana 230jM,Mumbai,2008,86340,Petrol,Automatic,Second,9.1,2349.0,93.7,5.0,,3.25,11.366048269109468,1.1786549963416462,2008,NISSAN,Teana230jM
Maruti Swift VXI BSIII,Pune,2010,75000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,6.995,2.85,11.225243392518447,1.0473189942805592,2010,MARUTI,SwiftVXI
Audi A4 35 TDI Premium,Coimbatore,2016,39237,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,53.14,25.64,10.577375458157261,3.2441536320524693,2016,AUDI,A435
Honda City V MT,Kochi,2018,11966,Petrol,Manual,First,16.8,1497.0,116.3,5.0,,10.28,9.389824573949976,2.330200260027019,2018,HONDA,CityV
Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,8.79,6.3,10.51867319162636,1.840549633397487,2015,HONDA,JazzV
Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,Diesel,Manual,First,20.14,1498.0,88.8,5.0,10.06,4.75,11.169307760188143,1.55814461804655,2014,VOLKSWAGEN,Polo1.5
Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.87,1461.0,83.14,5.0,14.72,5.8,11.086440989637989,1.7578579175523736,2013,NISSAN,TerranoXL
Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,91.11,44.5,11.03488966402723,3.7954891891721947,2016,LAND,RoverDiscovery
Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,Petrol,Manual,First,18.5,1197.0,82.9,5.0,,4.65,10.703806108157863,1.536867219599265,2014,HYUNDAI,i20Magna
Honda City 1.5 E MT,Jaipur,2009,86863,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.6,11.372087443829933,1.2809338454620642,2009,HONDA,City1.5
Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,12.25,11.538846590921628,2.505525936990736,2015,MAHINDRA,XUV500W10
Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,25.54,20.0,10.714417768752456,2.995732273553991,2017,JEEP,Compass2.0
Mahindra XUV500 W10 AWD,Jaipur,2017,22000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,16.0,9.998797732340453,2.772588722239781,2017,MAHINDRA,XUV500W10
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Diesel,Automatic,Second,11.79,2179.0,120.0,8.0,,6.21,11.598231221549328,1.8261608959453874,2011,MAHINDRA,ScorpioVLX
Datsun GO Plus T,Kolkata,2016,12800,Petrol,Manual,First,19.44,1198.0,67.0,7.0,6.575,3.25,9.457200449907708,1.1786549963416462,2016,DATSUN,GOPlus
Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000,Diesel,Manual,First,15.4,2179.0,120.0,7.0,,9.75,10.373491181781864,2.277267285009756,2016,MAHINDRA,ScorpioS6
Honda Amaze S AT i-Vtech,Mumbai,2014,39000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,8.045,4.45,10.571316925111784,1.4929040961781488,2014,HONDA,AmazeS
Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,16.84,12.0,10.645424897265505,2.4849066497880004,2017,HONDA,Cityi-DTEC
Tata Indigo GLE,Chennai,2008,73000,Petrol,Manual,First,14.4,1396.0,65.0,5.0,,0.8,11.198214720130528,-0.2231435513142097,2008,TATA,IndigoGLE
Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,8.28,5.95,10.778956289890028,1.7833912195575383,2018,HYUNDAI,Grandi10
Maruti Alto 800 2016-2019 CNG LXI,Pune,2015,18000,CNG,Manual,First,33.44,796.0,40.3,4.0,,3.0,9.798127036878302,1.0986122886681098,2015,MARUTI,Alto800
Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,Petrol,Manual,First,17.43,1396.0,105.5,5.0,,5.25,9.852194258148577,1.6582280766035324,2014,HYUNDAI,Verna1.4
Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.68,2393.0,147.8,7.0,23.94,22.2,10.42222182037016,3.100092288878234,2019,TOYOTA,InnovaCrysta
BMW X1 sDrive20d,Jaipur,2012,63000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,,13.5,11.05089000537367,2.6026896854443837,2012,BMW,X1sDrive20d
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,,13.5,10.778956289890028,2.6026896854443837,2015,VOLKSWAGEN,Jetta2013-2015
Ford Figo Diesel ZXI,Delhi,2014,66000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,,3.47,11.097410021008562,1.244154593958768,2014,FORD,FigoDiesel
Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,,9.5,11.289781913656018,2.2512917986064953,2013,MAHINDRA,SsangyongRexton
Volkswagen Vento Petrol Highline,Chennai,2011,37000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,,4.8,10.51867319162636,1.5686159179138452,2011,VOLKSWAGEN,VentoPetrol
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,Petrol,Manual,First,15.0,1598.0,103.52,5.0,12.44,6.54,10.464759111782492,1.8779371654691073,2016,SKODA,Rapid1.6
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.1,10.858998997563564,1.1314021114911006,2012,VOLKSWAGEN,PoloPetrol
Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,Diesel,Manual,First,23.65,1248.0,88.5,5.0,,7.99,11.023747171218401,2.0781907597781832,2015,MARUTI,SCross
Toyota Corolla Altis G,Kolkata,2009,45000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,21.085,3.3,10.714417768752456,1.1939224684724346,2009,TOYOTA,CorollaAltis
Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,12.54,8.75,11.211820372186306,2.169053700369523,2015,MARUTI,ErtigaZDI
Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,,4.19,11.396391648714276,1.4327007339340465,2013,HYUNDAI,i10Asta
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,43.07,30.77,9.504054216659682,3.4265401893339504,2019,MERCEDES-BENZ,CLA200
Honda City ZX VTEC,Jaipur,2006,95000,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,,2.11,11.461632170582678,0.7466879474879751,2006,HONDA,CityZX
Mahindra KUV 100 G80 K8,Jaipur,2018,15900,Petrol,Manual,First,18.15,1198.0,82.0,6.0,7.88,6.25,9.674074388208323,1.8325814637483102,2018,MAHINDRA,KUV100
Toyota Fortuner 3.0 Diesel,Delhi,2011,151000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,11.4,11.925035115797062,2.4336133554004498,2011,TOYOTA,Fortuner3.0
Honda City 1.5 V MT,Bangalore,2011,65000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,5.2,11.082142548877775,1.6486586255873816,2011,HONDA,City1.5
Audi A6 35 TDI Matrix,Coimbatore,2017,36824,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,69.37,39.84,10.513905085497077,3.6848714327163976,2017,AUDI,A635
Ford Figo Diesel ZXI,Coimbatore,2013,65287,Diesel,Manual,First,20.0,1399.0,68.05,5.0,,4.45,11.086548214281377,1.4929040961781488,2013,FORD,FigoDiesel
Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,52000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,41.94,19.5,10.858998997563564,2.970414465569701,2014,MERCEDES-BENZ,GLAClass
Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,,1.75,10.404262840448617,0.5596157879354227,2007,CHEVROLET,AveoU-VA
Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,,5.1,11.170435156023453,1.62924053973028,2016,FORD,Figo2015-2019
Hyundai Elantra CRDi SX AT,Delhi,2013,71000,Diesel,Automatic,First,22.7,1582.0,126.2,5.0,,6.8,11.170435156023453,1.916922612182061,2013,HYUNDAI,ElantraCRDi
Maruti Baleno Zeta CVT,Kolkata,2016,20000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.04,5.74,9.903487552536127,1.747459210331475,2016,MARUTI,BalenoZeta
Maruti Swift LXi BSIV,Hyderabad,2010,71000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,,3.3,11.170435156023453,1.1939224684724346,2010,MARUTI,SwiftLXi
Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000,Diesel,Automatic,First,9.9,3498.0,271.72,4.0,,32.0,10.275051108968611,3.4657359027997265,2010,MERCEDES-BENZ,CLS-Class2006-2010
BMW 3 Series Luxury Line,Ahmedabad,2016,27000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,55.07,35.0,10.203592144986466,3.5553480614894135,2016,BMW,3Series
Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,10.97,8.9,9.852194258148577,2.186051276738094,2017,MARUTI,DzireAMT
Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,,4.0,10.968198289528557,1.3862943611198906,2011,HYUNDAI,Verna1.6
Jeep Compass 2.0 Longitude,Kochi,2018,42203,Diesel,Manual,First,17.1,1956.0,170.0,5.0,21.72,19.46,10.65024658754472,2.968361076757859,2018,JEEP,Compass2.0
Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,94000,Diesel,Automatic,First,11.4,1991.0,142.0,5.0,,5.25,11.451050061252142,1.6582280766035324,2009,HYUNDAI,SonataEmbera
Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,2013,52000,CNG,Manual,Second,15.1,1196.0,73.0,5.0,5.01,2.6,10.858998997563564,0.9555114450274363,2013,MARUTI,Eeco5
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.5,1497.0,108.5,5.0,11.47,9.22,8.496990484098719,2.2213750375685026,2018,TATA,Nexon1.5
Hyundai EON Era Plus,Jaipur,2013,70000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,1.8,11.156250521031495,0.5877866649021191,2013,HYUNDAI,EONEra
Tata Indica DLS,Hyderabad,2005,100000,Diesel,Manual,Second,13.5,1405.0,93.7,5.0,,1.3,11.512925464970229,0.26236426446749106,2005,TATA,IndicaDLS
BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,65266,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,67.87,31.75,11.086226505853672,3.457892725338701,2015,BMW,5Series
Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,20.77,1248.0,88.76,7.0,11.215,5.99,10.907221234925327,1.7900914121273581,2014,MARUTI,ErtigaVDI
Honda Amaze E i-Vtech,Kochi,2015,51361,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.94,10.84663440857928,1.5973653311998313,2015,HONDA,AmazeE
Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,Petrol,Manual,Third,16.6,1388.0,68.0,5.0,,1.5,11.736069016284437,0.4054651081081644,2007,FORD,Fiesta1.4
Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,Petrol,Manual,Third,13.5,1799.0,130.0,5.0,,3.25,11.097410021008562,1.1786549963416462,2008,HONDA,Civic2006-2010
Maruti Wagon R LX DUO BSIII,Hyderabad,2007,65047,LPG,Manual,First,17.3,1061.0,57.5,5.0,5.51,1.95,11.082865364506683,0.6678293725756554,2007,MARUTI,WagonR
Maruti Ertiga ZDI,Delhi,2014,22281,Diesel,Manual,First,20.77,1248.0,88.8,7.0,12.54,6.5,10.011489576337405,1.8718021769015913,2014,MARUTI,ErtigaZDI
Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,Diesel,Manual,First,24.0,1120.0,70.0,5.0,7.45,3.71,11.054217795466345,1.3110318766193438,2013,HYUNDAI,Grandi10
Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,8.23,5.0,10.341742483467284,1.6094379124341003,2018,HYUNDAI,Xcent1.2
Hyundai i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,1.99,11.002099841204238,0.688134638736401,2008,HYUNDAI,i10Era
Honda Amaze S i-Vtech,Mumbai,2017,32006,Petrol,Manual,First,18.0,1198.0,86.7,5.0,8.045,4.25,10.373678664205936,1.4469189829363254,2017,HONDA,AmazeS
Audi A6 2.7 TDI,Ahmedabad,2009,78000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,,8.0,11.26446410567173,2.0794415416798357,2009,AUDI,A62.7
Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.95,9.15788851197376,1.0818051703517284,2011,HYUNDAI,i10Magna
Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.9,3.5,8.517193191416238,1.252762968495368,2018,RENAULT,KWIDRXT
Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,,16.0,11.002099841204238,2.772588722239781,2012,AUDI,A4New
Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,Petrol,Manual,First,22.74,796.0,47.3,5.0,,2.75,10.819778284410283,1.0116009116784799,2015,MARUTI,Alto800
Honda City i VTEC VX Option,Delhi,2015,53000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,,6.95,10.87804719253426,1.9387416595767009,2015,HONDA,Cityi
Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,49.49,12.5,11.06663836234181,2.5257286443082556,2011,MERCEDES-BENZ,NewC-Class
Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2017,43827,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,,36.83,10.688005344800624,3.606312730456974,2017,AUDI,Q53.0
Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,Petrol,Manual,First,16.2,1199.0,74.0,5.0,,2.7,10.503175339529793,0.9932517730102834,2011,VOLKSWAGEN,Polo1.2
Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,11.81,9.9,10.46310334047155,2.2925347571405443,2017,HYUNDAI,Creta1.4
Honda City 1.5 V MT,Kochi,2011,94832,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.83,11.45986218402762,1.3428648031925547,2011,HONDA,City1.5
Honda City 1.5 S MT,Coimbatore,2012,88381,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,5.25,11.389412293397818,1.6582280766035324,2012,HONDA,City1.5
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,Diesel,Manual,First,22.7,1598.0,118.0,5.0,,7.75,10.71871961364631,2.0476928433652555,2016,MARUTI,SCross
Maruti SX4 Vxi BSIV,Mumbai,2010,66000,Petrol,Manual,Second,16.51,1586.0,103.2,5.0,,2.46,11.097410021008562,0.9001613499442714,2010,MARUTI,SX4Vxi
Maruti Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,3.96,10.560437444784185,1.3762440252663892,2014,MARUTI,SwiftDzire
Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,12.54,8.25,10.596634733096073,2.1102132003465894,2015,MARUTI,ErtigaZDI
Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,7.58,9.934598547561182,2.0255131996542803,2018,HYUNDAI,i201.2
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120.0,70.0,5.0,7.45,3.99,11.198789897150261,1.3837912309017721,2014,HYUNDAI,Grandi10
Honda City i VTEC SV,Delhi,2014,54257,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,6.25,10.901487295336825,1.8325814637483102,2014,HONDA,Cityi
Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,12.44,5.0,11.440354772135393,1.6094379124341003,2013,SKODA,Rapid1.6
Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,,4.65,11.532728092266408,1.536867219599265,2005,MERCEDES-BENZ,E-ClassE270
Hyundai Santa Fe 4WD AT,Coimbatore,2016,28881,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,,21.37,10.270939218446076,3.0619880693310564,2016,HYUNDAI,SantaFe
Maruti Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.75,10.8627419838424,0.5596157879354227,2007,MARUTI,AltoLXi
ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,Diesel,Manual,First,12.4,2499.0,134.0,5.0,,16.09,9.924368030115483,2.7781979610042917,2018,ISUZU,D-MAXV-Cross
Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,,4.1,10.545341438708522,1.410986973710262,2012,HYUNDAI,Verna1.4
Ford Figo Diesel ZXI,Coimbatore,2015,92885,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,3.56,11.439117447825504,1.269760544863939,2015,FORD,FigoDiesel
